Subject,Topic,Paper Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty,Reference Book
Obstetrics,Postpartum Hemorrhage,2,What is the primary diagnostic criterion for Postpartum Hemorrhage?,Option A related to Postpartum Hemorrhage,Option B related to Postpartum Hemorrhage,Option C related to Postpartum Hemorrhage,Correct option for Postpartum Hemorrhage,D,This is the correct explanation for the question about Postpartum Hemorrhage in Obstetrics.,MEDIUM,Gray's Anatomy
Surgery,Wound Healing,2,What is the primary indication for Wound Healing in surgery?,Option A related to Wound Healing,Option B related to Wound Healing,Option C related to Wound Healing,Correct option for Wound Healing,D,This is the correct explanation for the question about Wound Healing in Surgery.,MEDIUM,Gray's Anatomy
Physiology,Renal Function,2,Which hormone plays a crucial role in Renal Function?,Option A related to Renal Function,Option B related to Renal Function,Option C related to Renal Function,Correct option for Renal Function,D,This is the correct explanation for the question about Renal Function in Physiology.,EASY,Forensic Medicine: A Guide to Principles
Surgery,Emergency Surgery,2,What is the recommended postoperative care for Emergency Surgery?,Option A related to Emergency Surgery,Option B related to Emergency Surgery,Option C related to Emergency Surgery,Correct option for Emergency Surgery,D,This is the correct explanation for the question about Emergency Surgery in Surgery.,EASY,Forensic Medicine: A Guide to Principles
Pharmacology,Antibiotics,1,Which drug is contraindicated in patients with Antibiotics?,Option A related to Antibiotics,Option B related to Antibiotics,Option C related to Antibiotics,Correct option for Antibiotics,D,This is the correct explanation for the question about Antibiotics in Pharmacology.,EASY,Robbins Basic Pathology
Forensic Medicine,Forensic Pathology,2,What is the primary method for determining Forensic Pathology in forensic medicine?,Option A related to Forensic Pathology,Option B related to Forensic Pathology,Option C related to Forensic Pathology,Correct option for Forensic Pathology,D,This is the correct explanation for the question about Forensic Pathology in Forensic Medicine.,MEDIUM,Dewhurst's Textbook of Obstetrics & Gynaecology
Surgery,Surgical Instruments,1,What is the most common surgical approach for Surgical Instruments?,Option A related to Surgical Instruments,Option B related to Surgical Instruments,Option C related to Surgical Instruments,Correct option for Surgical Instruments,D,This is the correct explanation for the question about Surgical Instruments in Surgery.,EASY,Guyton and Hall Textbook of Medical Physiology
Pathology,Genetic Disorders,1,Which of the following is a pathological feature of Genetic Disorders?,Option A related to Genetic Disorders,Option B related to Genetic Disorders,Option C related to Genetic Disorders,Correct option for Genetic Disorders,D,This is the correct explanation for the question about Genetic Disorders in Pathology.,EASY,Goodman & Gilman's Pharmacological Basis of Therapeutics
Forensic Medicine,Injury Analysis,2,What is the primary method for determining Injury Analysis in forensic medicine?,Option A related to Injury Analysis,Option B related to Injury Analysis,Option C related to Injury Analysis,Correct option for Injury Analysis,D,This is the correct explanation for the question about Injury Analysis in Forensic Medicine.,HARD,Dewhurst's Textbook of Obstetrics & Gynaecology
Community Medicine,Maternal and Child Health,2,Which of the following is a risk factor for Maternal and Child Health in community health?,Option A related to Maternal and Child Health,Option B related to Maternal and Child Health,Option C related to Maternal and Child Health,Correct option for Maternal and Child Health,D,This is the correct explanation for the question about Maternal and Child Health in Community Medicine.,EASY,Lehninger Principles of Biochemistry
Microbiology,Bacterial Infections,1,What is the primary mode of transmission for Bacterial Infections?,Option A related to Bacterial Infections,Option B related to Bacterial Infections,Option C related to Bacterial Infections,Correct option for Bacterial Infections,D,This is the correct explanation for the question about Bacterial Infections in Microbiology.,MEDIUM,Schwartz's Principles of Surgery
Community Medicine,Environmental Health,2,Which of the following is a risk factor for Environmental Health in community health?,Option A related to Environmental Health,Option B related to Environmental Health,Option C related to Environmental Health,Correct option for Environmental Health,D,This is the correct explanation for the question about Environmental Health in Community Medicine.,EASY,"Jawetz, Melnick, & Adelberg's Medical Microbiology"
Physiology,Fetal Circulation,2,Which hormone plays a crucial role in Fetal Circulation?,Option A related to Fetal Circulation,Option B related to Fetal Circulation,Option C related to Fetal Circulation,Correct option for Fetal Circulation,D,This is the correct explanation for the question about Fetal Circulation in Physiology.,EASY,Goodman & Gilman's Pharmacological Basis of Therapeutics
Pathology,Genetic Disorders,1,What is the primary diagnostic test for Genetic Disorders?,Option A related to Genetic Disorders,Option B related to Genetic Disorders,Option C related to Genetic Disorders,Correct option for Genetic Disorders,D,This is the correct explanation for the question about Genetic Disorders in Pathology.,HARD,Lehninger Principles of Biochemistry
Physiology,Prolactin,2,What is the primary mechanism of Prolactin in Physiology?,Option A related to Prolactin,Option B related to Prolactin,Option C related to Prolactin,Correct option for Prolactin,D,This is the correct explanation for the question about Prolactin in Physiology.,HARD,Guyton and Hall Textbook of Medical Physiology
Biochemistry,Hormone Biochemistry,1,Which of the following is a key regulator of Hormone Biochemistry?,Option A related to Hormone Biochemistry,Option B related to Hormone Biochemistry,Option C related to Hormone Biochemistry,Correct option for Hormone Biochemistry,D,This is the correct explanation for the question about Hormone Biochemistry in Biochemistry.,EASY,Park's Textbook of Preventive and Social Medicine
Biochemistry,Hormone Biochemistry,2,What is the biochemical significance of Hormone Biochemistry?,Option A related to Hormone Biochemistry,Option B related to Hormone Biochemistry,Option C related to Hormone Biochemistry,Correct option for Hormone Biochemistry,D,This is the correct explanation for the question about Hormone Biochemistry in Biochemistry.,EASY,Goodman & Gilman's Pharmacological Basis of Therapeutics
Obstetrics,Postpartum Hemorrhage,2,Which of the following is a risk factor for Postpartum Hemorrhage?,Option A related to Postpartum Hemorrhage,Option B related to Postpartum Hemorrhage,Option C related to Postpartum Hemorrhage,Correct option for Postpartum Hemorrhage,D,This is the correct explanation for the question about Postpartum Hemorrhage in Obstetrics.,HARD,Guyton and Hall Textbook of Medical Physiology
Pathology,Endometrial Hyperplasia,1,Which of the following is a risk factor for Endometrial Hyperplasia?,Option A related to Endometrial Hyperplasia,Option B related to Endometrial Hyperplasia,Option C related to Endometrial Hyperplasia,Correct option for Endometrial Hyperplasia,D,This is the correct explanation for the question about Endometrial Hyperplasia in Pathology.,MEDIUM,Robbins Basic Pathology
Microbiology,Diagnostic Microbiology,1,What is the primary mode of transmission for Diagnostic Microbiology?,Option A related to Diagnostic Microbiology,Option B related to Diagnostic Microbiology,Option C related to Diagnostic Microbiology,Correct option for Diagnostic Microbiology,D,This is the correct explanation for the question about Diagnostic Microbiology in Microbiology.,EASY,Lehninger Principles of Biochemistry
Obstetrics,Postpartum Hemorrhage,1,What is the most common cause of Postpartum Hemorrhage in Obstetrics?,Option A related to Postpartum Hemorrhage,Option B related to Postpartum Hemorrhage,Option C related to Postpartum Hemorrhage,Correct option for Postpartum Hemorrhage,D,This is the correct explanation for the question about Postpartum Hemorrhage in Obstetrics.,EASY,Park's Textbook of Preventive and Social Medicine
Forensic Medicine,Death Investigation,2,Which of the following is a key indicator of Death Investigation?,Option A related to Death Investigation,Option B related to Death Investigation,Option C related to Death Investigation,Correct option for Death Investigation,D,This is the correct explanation for the question about Death Investigation in Forensic Medicine.,EASY,Goodman & Gilman's Pharmacological Basis of Therapeutics
